Model_Type,Num_Features,Features_Used,Pickle_File,Val_Accuracy,Val_F1,Val_Precision,Val_Recall,Test_Accuracy,Test_F1,Test_Precision,Test_Recall
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | dependency_tree_depth | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_dtd_fwa_sld_swg_svd_4125583a.pkl,0.6056,0.540112,0.647651,0.4632,0.820582,0.813932,0.893799,0.747167
Simple_LR_No_Weights,5,sentence_length_deviation | dependency_tree_depth | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_dtd_fwa_sld_swg_svd_9335b697.pkl,0.6068,0.539794,0.650677,0.4612,0.821399,0.814902,0.894154,0.748556
Simple_LR_No_Weights,4,sentence_length_deviation | dependency_tree_depth | lexical_density | function_word_adjacency,lr_models/lr_dtd_fwa_lex_sld_9d996565.pkl,0.597,0.539639,0.629196,0.4724,0.825835,0.820508,0.89433,0.757944
Simple_LR_No_Weights,7,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_swg_svd_vgd_1d2a561b.pkl,0.6024,0.539388,0.640969,0.4656,0.803776,0.787473,0.913216,0.692167
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | dependency_tree_depth | lexical_density | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_sld_16cc08da.pkl,0.5966,0.539182,0.628663,0.472,0.825659,0.820209,0.894702,0.757167
Simple_LR_No_Weights,4,dependency_tree_depth | clause_density | verb_gap_deviation | function_word_adjacency,lr_models/lr_cld_dtd_fwa_vgd_ce2acc2e.pkl,0.6008,0.537535,0.638767,0.464,0.794847,0.769074,0.940628,0.650444
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | subject_verb_distance,lr_models/lr_bur_cld_dtd_sld_swg_svd_vgd_4e003a0c.pkl,0.6068,0.537194,0.652746,0.4564,0.754931,0.747861,0.813533,0.692
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_sld_swg_svd_aced7073.pkl,0.5986,0.536811,0.634479,0.4652,0.795022,0.785372,0.872514,0.714056
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_sld_swg_svd_1b439745.pkl,0.5982,0.536349,0.633933,0.4648,0.794439,0.784616,0.872391,0.712889
Simple_LR_No_Weights,5,burstiness | verb_gap_deviation | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_swg_svd_vgd_4744b5ff.pkl,0.5896,0.535957,0.616545,0.474,0.801675,0.794012,0.873508,0.727778
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_sld_swg_vgd_1ec5b9e0.pkl,0.5976,0.535549,0.633188,0.464,0.814017,0.815311,0.852047,0.781611
Simple_LR_No_Weights,7,burstiness | dependency_tree_depth | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_swg_svd_vgd_954655cb.pkl,0.595,0.535231,0.627894,0.4664,0.79794,0.795789,0.84803,0.749611
Simple_LR_No_Weights,6,sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | subject_verb_distance,lr_models/lr_cld_dtd_sld_swg_svd_vgd_3d050dee.pkl,0.6044,0.534369,0.649314,0.454,0.756682,0.750127,0.81422,0.695389
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_sld_swg_vgd_eb1fc3ad.pkl,0.597,0.533673,0.633169,0.4612,0.810983,0.810784,0.854829,0.771056
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_sld_swg_vgd_9b5fc8e0.pkl,0.601,0.533333,0.642254,0.456,0.834121,0.833416,0.881813,0.790056
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_vgd_6e1d1ca5.pkl,0.5924,0.532997,0.623927,0.4652,0.821049,0.811298,0.909179,0.732444
Simple_LR_No_Weights,5,sentence_length_deviation | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_cld_fwa_sld_swg_svd_8bc785c5.pkl,0.5942,0.532165,0.628198,0.4616,0.796248,0.787058,0.872372,0.716944
Simple_LR_No_Weights,4,sentence_length_deviation | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_fwa_sld_swg_svd_51109c91.pkl,0.5942,0.532165,0.628198,0.4616,0.795839,0.78654,0.872251,0.716167
Simple_LR_No_Weights,6,sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_sld_swg_vgd_0aa64edc.pkl,0.6002,0.531521,0.641766,0.4536,0.834296,0.833524,0.882331,0.789833
Simple_LR_No_Weights,4,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density,lr_models/lr_bur_cld_dtd_sld_3773752f.pkl,0.5938,0.531055,0.628072,0.46,0.785102,0.774819,0.861563,0.703944
Simple_LR_No_Weights,4,sentence_length_deviation | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_sld_swg_vgd_dd42d8db.pkl,0.5944,0.530556,0.62967,0.4584,0.814834,0.816175,0.852681,0.782667
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_lex_sld_swg_svd_vgd_132e50ee.pkl,0.5954,0.529644,0.632426,0.4556,0.78551,0.782134,0.838257,0.733056
Simple_LR_No_Weights,5,sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_sld_834f0cb5.pkl,0.5892,0.529546,0.619507,0.4624,0.820495,0.811704,0.903762,0.736667
Simple_LR_No_Weights,8,burstiness | sentence_length_deviation | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_sld_swg_svd_vgd_a3c53472.pkl,0.595,0.529179,0.631871,0.4552,0.785014,0.781495,0.838168,0.732
Simple_LR_No_Weights,8,sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_sld_swg_svd_vgd_f069f89a.pkl,0.6002,0.528871,0.643718,0.4488,0.802813,0.798725,0.860876,0.744944
Simple_LR_No_Weights,5,dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_vgd_191b6e17.pkl,0.5954,0.528768,0.633017,0.454,0.784722,0.755712,0.935257,0.634
Simple_LR_No_Weights,6,dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_cld_dtd_fwa_swg_svd_vgd_ecf40ef1.pkl,0.5978,0.528709,0.63837,0.4512,0.747403,0.70309,0.918706,0.569444
Simple_LR_No_Weights,5,sentence_length_deviation | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_sld_swg_vgd_4b73c3f6.pkl,0.5924,0.527365,0.627483,0.4548,0.811916,0.811818,0.85542,0.772444
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_sld_swg_svd_cace49c1.pkl,0.5974,0.52691,0.638746,0.4484,0.806839,0.794052,0.902291,0.709
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_sld_fa2467f2.pkl,0.5876,0.52663,0.617996,0.4588,0.819386,0.810402,0.903127,0.734944
Simple_LR_No_Weights,6,sentence_length_deviation | dependency_tree_depth | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_lex_sld_swg_vgd_867d2b05.pkl,0.5968,0.525647,0.638286,0.4468,0.818044,0.823931,0.837697,0.810611
Simple_LR_No_Weights,7,sentence_length_deviation | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_cld_fwa_lex_sld_swg_svd_vgd_f360029e.pkl,0.5928,0.524743,0.630045,0.4496,0.788545,0.785115,0.841908,0.7355
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | dependency_tree_depth | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_sld_swg_vgd_bea6291d.pkl,0.595,0.524536,0.63502,0.4468,0.81784,0.823739,0.837476,0.810444
Simple_LR_No_Weights,6,sentence_length_deviation | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_fwa_lex_sld_swg_svd_vgd_6ae9d92a.pkl,0.5922,0.523709,0.629422,0.4484,0.788399,0.784973,0.841727,0.735389
Simple_LR_No_Weights,6,sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_cld_dtd_fwa_sld_swg_svd_3bdf81c9.pkl,0.5952,0.523316,0.636312,0.4444,0.808327,0.795734,0.903666,0.710833
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density,lr_models/lr_bur_cld_dtd_lex_sld_626d7005.pkl,0.5896,0.521901,0.625,0.448,0.758987,0.745093,0.838101,0.670667
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_dtd_fwa_swg_svd_6b540aed.pkl,0.58,0.521204,0.606045,0.4572,0.790208,0.770258,0.906513,0.669611
Simple_LR_No_Weights,4,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation,lr_models/lr_bur_cld_dtd_vgd_7a83504c.pkl,0.5864,0.520631,0.619074,0.4492,0.76491,0.743661,0.870151,0.649278
Simple_LR_No_Weights,6,burstiness | clause_density | verb_gap_deviation | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_swg_svd_vgd_f28ab169.pkl,0.5796,0.520529,0.605626,0.4564,0.787348,0.772321,0.882298,0.686722
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient,lr_models/lr_bur_cld_dtd_sld_swg_vgd_6723ba60.pkl,0.5956,0.519715,0.639766,0.4376,0.778887,0.777745,0.823745,0.736611
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | clause_density | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_sld_swg_svd_5fadfeaf.pkl,0.5878,0.51857,0.623245,0.444,0.778945,0.766288,0.861543,0.69
Simple_LR_No_Weights,5,sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient,lr_models/lr_cld_dtd_sld_swg_vgd_d6ccc810.pkl,0.5934,0.517675,0.636152,0.4364,0.779091,0.778139,0.82338,0.737611
Simple_LR_No_Weights,4,sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density,lr_models/lr_cld_dtd_lex_sld_2245c8f0.pkl,0.5846,0.514152,0.619155,0.4396,0.762051,0.748605,0.840917,0.674556
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | dependency_tree_depth | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_sld_swg_svd_bfcbd86f.pkl,0.5894,0.514083,0.629565,0.4344,0.788632,0.774835,0.879481,0.692444
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_swg_vgd_5b2dee63.pkl,0.5758,0.513197,0.602046,0.4472,0.836864,0.840271,0.864906,0.817
Simple_LR_No_Weights,6,sentence_length_deviation | clause_density | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_cld_fwa_lex_sld_swg_svd_a3c54845.pkl,0.5836,0.513096,0.61768,0.4388,0.781746,0.769492,0.864014,0.693611
Simple_LR_No_Weights,8,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_swg_svd_vgd_a8751bed.pkl,0.5842,0.511857,0.61967,0.436,0.783292,0.763238,0.89543,0.665056
Simple_LR_No_Weights,6,sentence_length_deviation | dependency_tree_depth | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_dtd_fwa_lex_sld_swg_svd_d9cc8b48.pkl,0.5872,0.511826,0.626157,0.4328,0.790062,0.776795,0.879522,0.695556
Simple_LR_No_Weights,6,burstiness | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_lex_swg_svd_vgd_aa89d41a.pkl,0.5732,0.51167,0.597861,0.4472,0.783555,0.773869,0.857403,0.705167
Simple_LR_No_Weights,8,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_sld_swg_svd_049ae4c8.pkl,0.5874,0.511485,0.626814,0.432,0.781308,0.762734,0.886526,0.669278
Simple_LR_No_Weights,4,burstiness | dependency_tree_depth | lexical_density | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_c04fa175.pkl,0.564,0.510332,0.581967,0.4544,0.829394,0.818737,0.926212,0.733611
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_lex_sld_swg_svd_f4baa0ac.pkl,0.5814,0.509721,0.615037,0.4352,0.773284,0.75743,0.864524,0.673944
Simple_LR_No_Weights,8,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_sld_swg_vgd_5f977c80.pkl,0.5848,0.506654,0.624122,0.4264,0.81393,0.813642,0.858314,0.773389
Simple_LR_No_Weights,5,sentence_length_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_fwa_lex_sld_swg_svd_5380040b.pkl,0.5778,0.50643,0.609454,0.4332,0.776698,0.761819,0.86611,0.679944
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | dependency_tree_depth | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_sld_swg_56646a7e.pkl,0.5824,0.506383,0.619075,0.4284,0.833333,0.830856,0.889601,0.779389
Simple_LR_No_Weights,7,sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_sld_swg_svd_36708f41.pkl,0.5836,0.505933,0.621937,0.4264,0.783322,0.765416,0.887156,0.673056
Simple_LR_No_Weights,4,burstiness | sentence_length_deviation | dependency_tree_depth | stopword_gradient,lr_models/lr_bur_dtd_sld_swg_8ca87c8e.pkl,0.5856,0.50478,0.627078,0.4224,0.763918,0.773545,0.779457,0.767722
Simple_LR_No_Weights,7,sentence_length_deviation | dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_sld_swg_vgd_9b7f3d7d.pkl,0.5836,0.504522,0.622797,0.424,0.81498,0.814661,0.859557,0.774222
Simple_LR_No_Weights,4,burstiness | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_swg_svd_2e5c7750.pkl,0.5668,0.504121,0.5894,0.4404,0.777544,0.75408,0.899016,0.649389
Simple_LR_No_Weights,4,sentence_length_deviation | dependency_tree_depth | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_sld_swg_7d9ee252.pkl,0.581,0.503907,0.617528,0.4256,0.835113,0.832697,0.891361,0.781278
Simple_LR_No_Weights,4,burstiness | clause_density | lexical_density | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_e6252afd.pkl,0.5548,0.503125,0.569192,0.4508,0.79794,0.775883,0.929297,0.665944
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_lex_sld_swg_vgd_84e3184e.pkl,0.5778,0.502709,0.611461,0.4268,0.794322,0.794902,0.834504,0.758889
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_sld_swg_vgd_694d8bac.pkl,0.5768,0.501649,0.609966,0.426,0.793096,0.793066,0.835311,0.754889
Simple_LR_No_Weights,4,burstiness | sentence_length_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_sld_swg_41204d3d.pkl,0.5746,0.501056,0.605786,0.4272,0.810749,0.805482,0.875196,0.746056
Simple_LR_No_Weights,7,burstiness | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_swg_svd_vgd_d3784738.pkl,0.5668,0.500461,0.590959,0.434,0.775385,0.759332,0.868297,0.674667
Simple_LR_No_Weights,4,dependency_tree_depth | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_swg_vgd_8ac2a521.pkl,0.5714,0.50035,0.599776,0.4292,0.823996,0.824621,0.865012,0.787833
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_sld_swg_0807f5da.pkl,0.5742,0.499883,0.605578,0.4256,0.809728,0.804039,0.875695,0.743222
Simple_LR_No_Weights,4,burstiness | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_swg_vgd_b5c313eb.pkl,0.5624,0.498625,0.583691,0.4352,0.819678,0.818171,0.869652,0.772444
Simple_LR_No_Weights,6,sentence_length_deviation | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_lex_sld_swg_vgd_5fb5f590.pkl,0.5742,0.497285,0.606916,0.4212,0.796248,0.796254,0.838505,0.758056
Simple_LR_No_Weights,5,sentence_length_deviation | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_lex_sld_swg_vgd_a83c0b18.pkl,0.5752,0.497159,0.609049,0.42,0.797473,0.797915,0.838258,0.761278
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_swg_vgd_f3d2d6bf.pkl,0.5724,0.495992,0.603904,0.4208,0.824288,0.814605,0.913548,0.735
Simple_LR_No_Weights,4,sentence_length_deviation | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_sld_swg_7ee84454.pkl,0.569,0.494487,0.597845,0.4216,0.809786,0.804311,0.874878,0.744278
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_swg_svd_e6b93a7f.pkl,0.5644,0.494429,0.589049,0.426,0.764793,0.735748,0.897401,0.623444
Simple_LR_No_Weights,5,burstiness | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_swg_svd_82582ed0.pkl,0.5596,0.493793,0.580541,0.4296,0.761,0.727973,0.904962,0.608889
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_swg_svd_6f0ff679.pkl,0.5634,0.490311,0.588895,0.42,0.75105,0.703729,0.938415,0.562944
Simple_LR_No_Weights,5,burstiness | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_lex_swg_svd_d79a7780.pkl,0.5586,0.488528,0.580716,0.4216,0.75709,0.726034,0.89053,0.612833
Simple_LR_No_Weights,5,sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_sld_swg_2c05dedf.pkl,0.5712,0.488305,0.605325,0.4092,0.82528,0.818171,0.902223,0.748444
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_swg_vgd_753d2629.pkl,0.5614,0.487018,0.586479,0.4164,0.820145,0.823866,0.8482,0.800889
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_sld_swg_bb82f969.pkl,0.57,0.486874,0.60355,0.408,0.824901,0.817638,0.902462,0.747389
Simple_LR_No_Weights,5,burstiness | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_swg_vgd_9e840bff.pkl,0.5564,0.486574,0.577473,0.4204,0.806168,0.79755,0.883346,0.726944
Simple_LR_No_Weights,5,dependency_tree_depth | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_lex_swg_vgd_3fd60ed8.pkl,0.558,0.484608,0.581096,0.4156,0.804388,0.804114,0.848126,0.764444
Simple_LR_No_Weights,6,burstiness | clause_density | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_swg_svd_8a12e977.pkl,0.5526,0.481095,0.572612,0.4148,0.748278,0.710396,0.897532,0.587833
Simple_LR_No_Weights,4,burstiness | dependency_tree_depth | clause_density | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_c6d0f59d.pkl,0.5456,0.480567,0.560832,0.4204,0.802113,0.774968,0.962102,0.648778
Simple_LR_No_Weights,5,burstiness | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_lex_swg_vgd_5eb61a88.pkl,0.5538,0.480559,0.57493,0.4128,0.806402,0.80441,0.856874,0.758
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | dependency_tree_depth | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_sld_swg_aed9b24c.pkl,0.5652,0.478907,0.597488,0.3996,0.8132,0.80682,0.883025,0.742722
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | clause_density | lexical_density | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_72dba518.pkl,0.5446,0.478111,0.55985,0.4172,0.80042,0.772516,0.96238,0.645222
Simple_LR_No_Weights,7,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_swg_vgd_9ccdc038.pkl,0.559,0.475874,0.586409,0.4004,0.809728,0.798778,0.898383,0.719056
Simple_LR_No_Weights,5,dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_swg_vgd_d21d442a.pkl,0.5634,0.474103,0.596002,0.3936,0.789595,0.764539,0.927287,0.650389
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient,lr_models/lr_bur_cld_dtd_sld_swg_0db8149c.pkl,0.5644,0.473913,0.598171,0.3924,0.773168,0.762161,0.848155,0.692
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_sld_swg_e39a2c06.pkl,0.558,0.472805,0.585697,0.3964,0.797502,0.790307,0.866322,0.726556
Simple_LR_No_Weights,4,sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient,lr_models/lr_cld_dtd_sld_swg_af19cfb4.pkl,0.5626,0.472631,0.595021,0.392,0.775998,0.765495,0.850241,0.696111
Simple_LR_No_Weights,5,sentence_length_deviation | dependency_tree_depth | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_lex_sld_swg_df9bddf6.pkl,0.5602,0.472535,0.590174,0.394,0.815564,0.809545,0.884456,0.746333
Simple_LR_No_Weights,4,verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_lex_swg_vgd_a098b5f7.pkl,0.5536,0.47234,0.577457,0.3996,0.798232,0.790245,0.870315,0.723667
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_lex_sld_swg_c04b6922.pkl,0.5566,0.470504,0.583877,0.394,0.793826,0.785163,0.867159,0.717333
Simple_LR_No_Weights,5,sentence_length_deviation | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_lex_sld_swg_150f9f08.pkl,0.5564,0.469885,0.583729,0.3932,0.798845,0.791558,0.868383,0.727222
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_sld_swg_0d2c514f.pkl,0.5572,0.468044,0.586041,0.3896,0.808036,0.79837,0.890355,0.723611
Simple_LR_No_Weights,6,burstiness | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_swg_vgd_9b1f7e95.pkl,0.544,0.467787,0.561659,0.4008,0.798173,0.789584,0.872588,0.721
Simple_LR_No_Weights,6,sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_sld_swg_63e358db.pkl,0.5554,0.46601,0.583283,0.388,0.810224,0.800821,0.892248,0.726389
Simple_LR_No_Weights,4,sentence_length_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_lex_sld_swg_8a611830.pkl,0.5534,0.465662,0.579512,0.3892,0.796364,0.787866,0.869857,0.72
Simple_LR_No_Weights,6,dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_swg_vgd_4691b45e.pkl,0.5572,0.465476,0.587089,0.3856,0.775619,0.746087,0.919583,0.627667
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient,lr_models/lr_bur_cld_dtd_swg_vgd_a5ed5105.pkl,0.557,0.46355,0.587477,0.3828,0.753852,0.730823,0.858471,0.636222
Simple_LR_No_Weights,4,clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_swg_vgd_24a3a907.pkl,0.5498,0.460321,0.574506,0.384,0.778274,0.755305,0.898353,0.651556
